masa;paksha;tithi;start;end;start_sunrise;next_day_sunrise;sunset;date;arunoday;type;nakshatra_name;nakshatra_start;nakshatra_end
Śrīdhar;K;Daśamī;2021-08-01 23:03;2021-08-03 01:04;2021-08-01 06:13;2021-08-02 06:14;2021-08-01 20:14;2021-08-02;2021-08-02 04:38;shuddha;;;
Śrīdhar;K;Ekādaśī;2021-08-03 01:04;2021-08-04 03:02;2021-08-03 06:15;2021-08-04 06:15;2021-08-03 20:12;2021-08-03;2021-08-03 04:39;shuddha;;;
Śrīdhar;K;Dvādaśī;2021-08-04 03:02;2021-08-05 04:46;2021-08-04 06:15;2021-08-05 06:16;2021-08-04 20:11;2021-08-04;2021-08-04 04:39;shuddha;;;
Śrīdhar;K;Trayodaśī;2021-08-05 04:46;2021-08-06 06:08;2021-08-05 06:16;2021-08-06 06:17;2021-08-05 20:10;2021-08-05;2021-08-05 04:40;viddha;;;
Śrīdhar;K;Chaturdaśī;2021-08-06 06:08;2021-08-07 07:06;2021-08-06 06:17;2021-08-07 06:18;2021-08-06 20:09;2021-08-06;2021-08-06 04:41;sampurna;;;
Śrīdhar;K;Amāvasyā;2021-08-07 07:06;2021-08-08 07:32;2021-08-07 06:18;2021-08-08 06:19;2021-08-07 20:08;2021-08-08;2021-08-08 04:43;shuddha;;;
Śrīdhar;G;Pratipad;2021-08-08 07:32;2021-08-09 07:28;2021-08-08 06:19;2021-08-09 06:20;2021-08-08 20:07;2021-08-09;2021-08-09 04:44;shuddha;;;
Śrīdhar;G;Dvitīya;2021-08-09 07:28;2021-08-10 06:54;2021-08-09 06:20;2021-08-10 06:20;2021-08-09 20:06;2021-08-10;2021-08-10 04:44;shuddha;;;
Śrīdhar;G;Tṛtīya;2021-08-10 06:54;2021-08-11 05:52;2021-08-10 06:20;2021-08-11 06:21;2021-08-10 20:04;2021-08-11;2021-08-11 04:45;kshaya;;;
Śrīdhar;G;Chaturthī;2021-08-11 05:52;2021-08-12 04:26;2021-08-11 06:21;2021-08-12 06:22;2021-08-11 20:03;2021-08-11;2021-08-11 04:45;viddha;;;
